Date,Open,High,Low,Close,Volume,MA5,MA20,RSI,MACD,Signal_Line,Sentiment_Score,Predicted_Next_Close
2022-01-03,178.32,179.09,175.84,177.74,1930957.0,177.74,177.74,50.0,0.0,0.0,0.0,180.23
2022-01-04,178.48,181.26,178.02,180.23,2522194.0,178.98,178.98,100.0,0.2,0.04,0.0,179.49
2022-01-05,177.13,181.78,177.0,179.49,2952404.0,179.15,179.15,77.09,0.29,0.09,0.0,178.0
2022-01-06,180.88,181.28,177.54,178.0,2505540.0,178.86,178.86,52.75,0.24,0.12,0.0,179.95
2022-01-07,178.13,180.49,177.22,179.95,2800232.0,179.08,179.08,66.57,0.36,0.17,0.0,177.41
2022-01-10,179.45,179.83,176.78,177.41,2317980.0,179.02,178.8,48.21,0.24,0.18,0.0,178.98
2022-01-11,178.0,179.55,176.42,178.98,2259038.0,178.77,178.83,55.75,0.27,0.2,0.0,179.42
2022-01-12,179.0,180.01,178.59,179.42,1728455.0,178.75,178.9,57.49,0.33,0.23,0.48,181.02
2022-01-13,179.88,181.34,179.03,181.02,2094693.0,179.36,179.14,62.79,0.5,0.28,0.0,178.74
2022-01-14,180.86,180.86,177.67,178.74,2286143.0,179.11,179.1,53.31,0.44,0.31,0.0,178.28
2022-01-18,178.18,178.55,176.17,178.28,2400098.0,179.29,179.02,51.74,0.36,0.32,0.0,178.48
2022-01-19,179.83,180.87,177.63,178.48,1945301.0,179.19,178.98,52.35,0.3,0.32,0.0,173.57
2022-01-20,178.58,179.22,173.31,173.57,2817298.0,178.02,178.56,39.91,-0.14,0.23,0.35,172.65
2022-01-21,173.4,176.02,172.56,172.65,3479056.0,176.34,178.14,38.21,-0.55,0.07,0.0,172.8
2022-01-24,171.86,173.21,168.83,172.8,4713659.0,175.16,177.78,38.64,-0.86,-0.12,0.0,173.75
2022-01-25,173.53,174.56,168.01,173.75,5051122.0,174.25,177.53,33.96,-1.01,-0.29,0.23,169.3
2022-01-26,174.28,175.25,168.2,169.3,4409950.0,172.41,177.05,28.69,-1.48,-0.53,0.0,170.16
2022-01-27,169.1,172.12,168.44,170.16,2783567.0,171.73,176.66,33.16,-1.76,-0.78,0.0,163.1
2022-01-28,168.39,168.75,160.54,163.1,6221557.0,169.82,175.95,20.32,-2.52,-1.13,0.0,166.02
2022-01-31,162.7,166.29,161.59,166.02,5090398.0,168.47,175.45,30.21,-2.85,-1.47,0.0,167.43
2022-02-01,165.59,167.96,164.76,167.43,2988055.0,167.2,174.94,29.81,-2.97,-1.77,0.0,166.66
2022-02-02,167.8,169.25,165.8,166.66,3191335.0,166.67,174.26,27.95,-3.09,-2.03,0.0,164.39
2022-02-03,166.26,166.73,164.1,164.39,2608683.0,165.52,173.51,21.92,-3.33,-2.29,0.0,160.73
2022-02-04,163.79,164.74,160.1,160.73,4046463.0,165.05,172.64,20.94,-3.77,-2.59,0.0,161.17
2022-02-07,160.75,162.31,160.01,161.17,2441131.0,164.08,171.7,22.38,-4.04,-2.88,0.0,162.41
2022-02-08,161.43,163.11,160.32,162.41,2373928.0,163.07,170.95,24.9,-4.11,-3.13,0.0,163.64
2022-02-09,163.55,164.26,161.93,163.64,2143632.0,162.47,170.19,32.47,-4.01,-3.3,0.0,159.74
2022-02-10,162.01,162.79,159.02,159.74,3633165.0,161.54,169.2,29.38,-4.2,-3.48,0.0,159.54
2022-02-11,160.16,161.6,158.8,159.54,3632727.0,161.3,168.13,28.86,-4.32,-3.65,0.46,158.01
2022-02-14,159.35,159.59,155.36,158.01,4634377.0,160.67,167.09,25.36,-4.49,-3.82,0.57,157.34
2022-02-15,158.72,159.08,156.25,157.34,3336453.0,159.65,166.04,28.76,-4.62,-3.98,0.0,155.63
2022-02-16,157.0,158.0,154.11,155.63,4470039.0,158.05,164.9,24.96,-4.81,-4.14,0.0,148.64
2022-02-17,150.85,151.47,148.48,148.64,6207686.0,155.83,163.66,25.02,-5.46,-4.41,-0.88,147.62
2022-02-18,148.2,149.71,147.24,147.62,5018786.0,153.45,162.4,15.98,-5.98,-4.72,0.0,146.75
2022-02-22,148.2,148.51,145.88,146.75,4504580.0,151.2,161.1,10.98,-6.4,-5.06,0.0,144.38
2022-02-23,146.75,147.33,144.13,144.38,3846644.0,148.6,159.63,10.36,-6.84,-5.41,0.0,143.7
2022-02-24,142.1,143.89,139.74,143.7,6107081.0,146.22,158.35,10.98,-7.16,-5.76,0.0,150.51
2022-02-25,144.41,151.76,144.35,150.51,6732652.0,146.59,157.37,32.77,-6.79,-5.97,-0.0,148.65
2022-02-28,149.29,149.63,146.75,148.65,4215262.0,146.8,156.65,29.86,-6.57,-6.09,0.0,144.75
2022-03-01,148.58,149.02,144.15,144.75,3313911.0,146.4,155.58,23.83,-6.63,-6.2,0.0,147.22
2022-03-02,145.61,148.37,144.92,147.22,3734597.0,146.97,154.57,26.53,-6.41,-6.24,-0.29,148.3
2022-03-03,148.52,149.99,147.52,148.3,3804163.0,147.89,153.66,32.21,-6.07,-6.21,0.0,146.73
2022-03-04,146.16,147.69,145.74,146.73,3235378.0,147.13,152.77,30.9,-5.87,-6.14,0.62,143.28
2022-03-07,145.74,145.74,142.57,143.28,4553995.0,146.06,151.9,29.22,-5.92,-6.09,0.0,145.4
2022-03-08,145.24,149.47,143.26,145.4,4605285.0,146.19,151.11,33.82,-5.72,-6.02,0.0,146.6
2022-03-09,147.86,149.26,146.49,146.6,3337263.0,146.06,150.32,37.59,-5.4,-5.9,-0.48,143.93
2022-03-10,145.34,145.96,143.33,143.93,3794041.0,145.19,149.34,42.66,-5.3,-5.78,0.0,140.96
2022-03-11,143.47,144.48,140.83,140.96,4149412.0,144.03,148.4,40.21,-5.4,-5.7,0.0,143.48
2022-03-14,141.45,145.29,141.45,143.48,3910123.0,144.07,147.59,45.42,-5.22,-5.61,0.35,144.31
2022-03-15,144.87,145.48,142.59,144.31,3337321.0,143.86,146.91,49.9,-4.95,-5.47,0.0,145.51
2022-03-16,144.76,146.27,142.84,145.51,3814018.0,143.64,146.32,52.61,-4.59,-5.3,-0.17,147.69
2022-03-17,145.31,147.71,144.15,147.69,2786929.0,144.39,145.92,45.3,-4.07,-5.05,-0.24,148.32
2022-03-18,147.07,148.45,145.22,148.32,7692611.0,145.86,145.9,49.43,-3.58,-4.76,0.0,148.58
2022-03-21,148.69,149.74,147.4,148.58,4513562.0,146.88,145.95,57.61,-3.13,-4.43,0.0,149.94
2022-03-22,149.45,150.84,148.5,149.94,4250846.0,148.01,146.11,55.66,-2.63,-4.07,0.0,147.68
2022-03-23,149.69,149.78,147.56,147.68,2637203.0,148.44,146.28,48.77,-2.39,-3.74,0.0,148.98
2022-03-24,148.12,149.23,147.4,148.98,2028114.0,148.7,146.54,54.51,-2.07,-3.4,0.8,150.46
2022-03-25,149.27,151.18,148.91,150.46,2240622.0,149.13,146.54,65.62,-1.68,-3.06,0.0,149.47
2022-03-28,149.93,150.13,147.19,149.47,2680123.0,149.31,146.58,59.31,-1.43,-2.73,0.0,152.08
2022-03-29,151.0,152.92,150.04,152.08,2693238.0,149.73,146.95,61.78,-1.02,-2.39,0.0,151.43
2022-03-30,151.33,153.26,150.77,151.43,2395334.0,150.48,147.16,67.66,-0.73,-2.06,0.0,148.88
2022-03-31,150.45,151.25,148.8,148.88,3194048.0,150.46,147.19,69.02,-0.7,-1.79,0.0,149.69
2022-04-01,149.63,149.86,146.85,149.69,2196606.0,150.31,147.33,66.25,-0.6,-1.55,0.0,149.53
2022-04-04,149.06,150.01,146.08,149.53,2632929.0,150.32,147.65,64.15,-0.53,-1.35,0.0,148.9
2022-04-05,148.65,150.63,148.51,148.9,2144791.0,149.69,147.82,59.49,-0.52,-1.18,0.0,150.3
2022-04-06,147.33,150.39,147.05,150.3,2705516.0,149.46,148.01,57.64,-0.4,-1.02,0.0,149.95
2022-04-07,149.39,150.47,147.56,149.95,2198961.0,149.67,148.31,54.85,-0.32,-0.88,0.0,149.81
2022-04-08,151.0,151.65,149.38,149.81,2790528.0,149.7,148.75,53.68,-0.27,-0.76,0.0,150.12
2022-04-11,150.45,152.22,149.96,150.12,2478764.0,149.82,149.08,50.58,-0.2,-0.65,0.0,148.58
2022-04-12,151.34,151.53,148.09,148.58,2613072.0,149.75,149.3,53.02,-0.27,-0.57,0.0,148.66
2022-04-13,148.52,149.17,147.57,148.66,1992148.0,149.42,149.45,48.83,-0.31,-0.52,0.0,147.38
2022-04-14,148.65,149.59,147.21,147.38,2331068.0,148.91,149.44,38.59,-0.45,-0.51,0.0,146.18
