Date,Open,High,Low,Close,Volume,MA5,MA20,RSI,MACD,Signal_Line,Sentiment_Score,Predicted_Next_Close
2022-01-03,117.42,119.69,117.29,119.26,10721647.0,119.26,119.26,50.0,0.0,0.0,0.57,121.43
2022-01-04,119.95,121.98,119.66,121.43,16413082.0,120.34,120.34,100.0,0.17,0.03,0.0,122.22
2022-01-05,122.24,123.84,122.07,122.22,15487063.0,120.97,120.97,100.0,0.37,0.1,0.59,123.26
2022-01-06,123.62,124.32,121.64,123.26,13318510.0,121.54,121.54,100.0,0.6,0.2,0.38,125.03
2022-01-07,123.55,125.54,122.95,125.03,14164604.0,122.24,122.24,100.0,0.92,0.34,0.0,125.11
2022-01-10,125.15,125.69,123.86,125.11,12626136.0,123.41,122.72,100.0,1.16,0.51,0.25,127.97
2022-01-11,125.86,128.0,124.83,127.97,14345991.0,124.72,123.47,100.0,1.57,0.72,0.29,127.33
2022-01-12,127.99,128.43,126.47,127.33,12469166.0,125.74,123.95,93.16,1.82,0.94,0.0,126.8
2022-01-13,127.14,128.1,126.45,126.8,9691264.0,126.45,124.27,88.16,1.95,1.14,0.39,128.96
2022-01-14,126.76,129.2,126.76,128.96,13281014.0,127.23,124.74,90.28,2.2,1.35,0.27,129.38
2022-01-18,129.69,130.0,127.87,129.38,12783540.0,128.09,125.16,90.61,2.41,1.56,0.89,128.91
2022-01-19,129.95,130.15,128.54,128.91,11664605.0,128.28,125.47,87.32,2.51,1.75,0.24,128.45
2022-01-20,128.27,130.86,127.88,128.45,11370408.0,128.5,125.7,84.32,2.52,1.91,0.12,126.91
2022-01-21,127.76,128.4,126.23,126.91,13055711.0,128.52,125.79,75.62,2.38,2.0,-0.03,127.18
2022-01-24,124.45,127.73,122.84,127.18,19532204.0,128.17,125.88,76.05,2.26,2.05,-0.25,132.59
2022-01-25,127.12,132.74,125.27,132.59,19984517.0,128.81,126.3,80.26,2.57,2.16,0.0,132.69
2022-01-26,132.9,134.71,131.59,132.69,17266510.0,129.56,126.68,79.49,2.8,2.29,0.21,135.37
2022-01-27,134.45,137.0,133.59,135.37,20654130.0,130.95,127.16,81.23,3.16,2.46,-0.36,130.61
2022-01-28,130.0,132.06,128.07,130.61,24817826.0,131.69,127.34,62.47,3.02,2.57,0.38,131.33
2022-01-31,130.19,131.86,129.33,131.33,16401779.0,132.52,127.54,63.51,2.94,2.65,0.19,134.79
2022-02-01,130.83,135.74,130.51,134.79,16169726.0,132.96,128.32,64.44,3.11,2.74,0.14,135.41
2022-02-02,134.35,135.8,132.8,135.41,10906716.0,133.5,129.02,67.12,3.27,2.84,0.0,134.2
2022-02-03,134.85,135.35,133.19,134.2,9447690.0,133.27,129.61,65.24,3.25,2.93,0.43,135.88
2022-02-04,135.01,137.0,135.01,135.88,13034732.0,134.32,130.24,64.54,3.34,3.01,0.18,138.55
2022-02-07,135.34,139.43,134.83,138.55,18422548.0,135.77,130.92,67.6,3.58,3.12,0.43,136.44
2022-02-08,138.18,138.43,135.01,136.44,11021577.0,136.1,131.49,63.6,3.56,3.21,-0.82,137.79
2022-02-09,136.72,138.34,136.1,137.79,10140782.0,136.57,131.98,66.34,3.61,3.29,0.3,136.04
