Date,Open,High,Low,Close,Volume
2022-01-03,416.57,417.8446,403.26,408.64,3721342.0
2022-01-04,408.64,413.61,408.19,412.84,3266516.0
2022-01-05,414.0,414.22,406.81,407.24,4443198.0
2022-01-06,408.56,409.07,403.02,405.76,3315099.0
2022-01-07,403.36,404.09,392.88,393.61,4520671.0
2022-01-10,387.4,387.59,380.91,387.46,6439979.0
2022-01-11,388.07,391.84,384.32,386.67,4365770.0
2022-01-12,388.29,393.45,386.38,389.4,3623271.0
2022-01-13,392.51,394.31,385.86,386.98,3466279.0
2022-01-14,381.33,382.0077,371.5,372.0,6336236.0
2022-01-18,366.1,368.0894,360.03,366.72,6282705.0
2022-01-19,367.18,368.7,359.41,359.69,5150345.0
2022-01-20,361.33,361.85,349.02,349.58,5440597.0
2022-01-21,351.72,360.09,347.18,349.1,7718435.0
2022-01-24,343.78,364.38,343.61,363.81,8595587.0
2022-01-25,358.14,361.52,352.19,358.98,5536718.0
2022-01-26,360.0,365.8972,354.45,357.28,6103290.0
2022-01-27,360.43,364.12,353.9061,356.43,3944004.0
2022-01-28,360.17,366.72,352.84,366.54,4551332.0
2022-01-31,364.81,367.41,362.205,366.98,4084565.0
2022-02-01,369.47,370.6875,362.37,368.7,3406831.0
2022-02-02,368.38,374.67,367.763,373.73,3839251.0
2022-02-03,370.19,372.12,363.2,364.81,4009701.0
2022-02-04,363.5,364.67,354.25,359.67,3728123.0
2022-02-07,360.26,361.8,355.44,357.35,2809304.0
2022-02-08,357.35,362.98,354.7998,361.44,3225146.0
2022-02-09,365.31,367.4574,363.0001,364.37,2777544.0
2022-02-10,358.84,363.0,352.87,355.09,4291847.0
2022-02-11,354.69,357.34,348.5636,350.29,3308671.0
2022-02-14,348.0,352.91,346.83,351.56,3654274.0
2022-02-15,355.56,357.42,351.38,353.26,3552864.0
2022-02-16,351.5,352.86,345.72,350.09,3594853.0
2022-02-17,348.99,352.31,347.39,347.94,3926974.0
2022-02-18,348.39,350.6,344.1,346.87,5526133.0
2022-02-22,335.09,336.69,312.35,316.17,19659432.0
2022-02-23,319.32,320.4,307.1,308.45,11026044.0
2022-02-24,300.0,313.4393,299.29,313.24,8416724.0
2022-02-25,313.18,317.4445,307.565,316.65,6510600.0
2022-02-28,312.97,316.0799,310.475,315.83,5735147.0
2022-03-01,314.59,322.43,313.755,320.25,5640906.0
2022-03-02,321.06,331.19,319.68,327.37,5645611.0
2022-03-03,329.19,330.68,322.835,324.36,3858439.0
2022-03-04,322.21,326.66,319.51,324.26,3631653.0
2022-03-07,324.26,329.6,320.11,322.77,4669950.0
2022-03-08,319.75,328.49,315.95,316.74,5092527.0
2022-03-09,320.0,322.46,316.92,317.2,4443609.0
2022-03-10,314.36,318.26,308.7507,317.94,3895211.0
2022-03-11,319.28,321.794,316.23,316.79,2973298.0
2022-03-14,322.91,324.0,316.21,318.36,3604268.0
2022-03-15,320.35,330.18,320.33,328.54,3775297.0
2022-03-16,331.58,333.95,324.23,330.91,3942427.0
2022-03-17,329.14,336.36,327.84,336.36,3123210.0
2022-03-18,333.63,340.74,332.305,340.74,9304529.0
2022-03-21,338.04,340.69,327.08,329.37,4500736.0
2022-03-22,329.32,331.3,324.01,329.73,4773833.0
2022-03-23,326.9,328.19,315.85,317.05,5207746.0
2022-03-24,317.15,319.4,314.3,315.78,4599930.0
2022-03-25,318.48,318.8,308.3,310.68,5125131.0
2022-03-28,311.0,314.35,309.23,314.28,3936640.0
2022-03-29,316.91,321.0,312.915,317.71,5306131.0
2022-03-30,313.11,315.24,306.1,308.46,7223830.0
2022-03-31,306.21,307.96,298.89,299.33,11044642.0
2022-04-01,300.5,303.37,298.9,301.89,5554611.0
2022-04-04,301.49,306.48,299.57,305.58,4665847.0
2022-04-05,306.26,309.1,302.21,304.86,4342719.0
2022-04-06,298.09,300.66,294.99,298.54,6499947.0
2022-04-07,296.79,304.59,293.5901,302.75,5241024.0
2022-04-08,301.46,312.29,301.28,311.11,5741921.0
2022-04-11,307.81,314.17,305.93,306.72,4100561.0
2022-04-12,309.44,313.285,305.1,306.29,4122551.0
2022-04-13,306.11,311.7,305.72,310.42,3185296.0
2022-04-14,310.83,312.25,304.33,304.52,4569196.0
2022-04-18,303.0,306.29,298.72,300.21,3192413.0
2022-04-19,300.61,308.13,299.81,307.8,3389701.0
2022-04-20,311.0,316.1,309.75,315.14,4652225.0
2022-04-21,317.0,318.4,309.74,310.36,3014188.0
2022-04-22,309.82,309.82,299.78,300.11,4043169.0
2022-04-25,300.0,305.16,296.27,304.94,4396905.0
2022-04-26,302.25,307.56,299.72,299.96,3379693.0
2022-04-27,301.3,306.42,299.12,301.6,3446242.0
2022-04-28,304.75,314.535,303.01,311.76,4151717.0
2022-04-29,308.15,311.72,299.71,300.4,4878169.0
2022-05-02,301.99,308.79,299.91,306.97,4233870.0
2022-05-03,305.69,309.0,303.02,304.96,3336636.0
2022-05-04,304.08,315.75,302.93,315.31,3998435.0
2022-05-05,311.0,311.36,293.71,299.11,4959610.0
2022-05-06,296.3,296.75,289.41,294.31,4325343.0
2022-05-09,290.28,300.74,288.5,297.03,5243628.0
2022-05-10,298.46,301.07,287.664,291.16,4392900.0
2022-05-11,291.45,293.33,282.57,282.96,3880469.0
2022-05-12,281.57,293.1806,280.63,289.69,4447676.0
2022-05-13,289.95,299.415,288.45,296.03,3949134.0
2022-05-16,294.08,299.57,289.79,295.99,4267850.0
