Date,Open,High,Low,Close,Volume
2022-01-03,217.52,222.06,217.0101,221.43,7696504.0
2022-01-04,222.0,226.79,221.81,222.46,10629274.0
2022-01-05,222.64,225.27,219.92,220.0,9594587.0
2022-01-06,217.8,221.91,217.55,219.75,7877498.0
2022-01-07,217.31,220.2,215.64,216.96,10702084.0
2022-01-10,213.975,214.2,206.5,211.97,11978564.0
2022-01-11,211.42,214.945,208.74,214.38,8797140.0
2022-01-12,214.48,217.58,213.8101,215.71,6923316.0
2022-01-13,216.85,220.48,214.655,215.0,8867716.0
2022-01-14,214.17,218.245,213.71,214.67,8838059.0
2022-01-18,215.88,216.905,214.33,215.71,9066661.0
2022-01-19,213.0,218.23,212.105,214.68,9105809.0
2022-01-20,214.72,219.603,213.94,214.35,8532719.0
2022-01-21,215.46,215.5998,205.82,205.93,16200186.0
2022-01-24,202.18,202.72,195.65,201.85,16071162.0
2022-01-25,199.62,205.38,196.99,202.0,12125533.0
2022-01-26,204.28,210.86,203.67,205.87,10817631.0
2022-01-27,209.5,210.96,205.85,206.15,12009810.0
2022-01-28,220.64,228.12,216.1,228.0,26425262.0
2022-01-31,225.55,226.38,222.05,226.17,12380639.0
2022-02-01,226.9,234.6101,226.42,232.36,12247202.0
2022-02-02,231.3,235.85,230.01,235.42,10590512.0
2022-02-03,233.04,233.49,230.55,231.54,9968000.0
2022-02-04,228.5,230.22,224.95,228.39,10848120.0
2022-02-07,228.0,229.92,226.01,227.16,5984549.0
2022-02-08,226.26,228.5,224.75,227.94,7542245.0
2022-02-09,230.13,233.15,230.12,230.87,7772795.0
2022-02-10,228.03,229.95,224.87,225.59,6794620.0
2022-02-11,227.25,229.1,223.54,224.69,7535206.0
2022-02-14,223.29,227.2601,222.81,225.34,8280829.0
2022-02-15,227.27,229.29,224.91,227.82,9461976.0
2022-02-16,227.5,229.88,225.595,228.82,9561287.0
2022-02-17,228.4,228.81,224.17,224.61,8131174.0
2022-02-18,224.6,225.74,221.84,222.69,8121159.0
2022-02-22,221.02,224.34,219.92,221.32,9822768.0
2022-02-23,222.84,224.28,215.42,215.95,8669920.0
2022-02-24,203.37,217.8626,201.45,217.3,13463411.0
2022-02-25,217.29,220.68,214.25,219.27,8463568.0
2022-02-28,216.0,218.65,213.24,216.12,8409382.0
2022-03-01,214.48,215.15,207.28,208.97,9317829.0
2022-03-02,206.9,210.54,206.19,208.48,8865706.0
2022-03-03,210.55,211.5,206.56,207.23,8610028.0
2022-03-04,205.0,206.37,196.86,200.29,10914620.0
2022-03-07,199.84,200.18,190.045,190.7,13412350.0
2022-03-08,190.01,196.42,186.67,191.71,11070893.0
2022-03-09,196.5,200.5,195.24,199.76,8457627.0
2022-03-10,196.9,199.94,196.3,197.97,7061604.0
2022-03-11,200.75,200.84,196.46,196.71,5432099.0
2022-03-14,198.42,204.43,198.16,200.33,7994657.0
2022-03-15,202.09,206.41,201.4,206.14,8277668.0
2022-03-16,210.0,213.665,207.0,211.87,9232292.0
2022-03-17,209.93,213.54,208.72,213.45,6668467.0
2022-03-18,211.7,219.26,210.29,219.11,14439387.0
2022-03-21,216.34,218.055,214.55,217.04,6050182.0
2022-03-22,217.84,219.57,217.175,218.47,6246302.0
2022-03-23,215.3,217.285,214.2,214.68,6007963.0
2022-03-24,214.99,217.66,214.0,217.31,5486991.0
2022-03-25,218.42,218.93,215.6875,218.43,4992844.0
2022-03-28,218.5,220.98,217.51,220.77,4316817.0
2022-03-29,224.84,228.81,223.78,228.12,8032486.0
2022-03-30,225.84,226.16,222.73,223.95,7084039.0
2022-03-31,223.91,225.92,220.44,221.77,10759520.0
2022-04-01,223.08,226.63,222.23,226.36,6559565.0
2022-04-04,225.76,229.24,224.96,227.74,8521645.0
2022-04-05,226.83,228.99,225.31,226.09,4532397.0
2022-04-06,222.78,222.87,218.62,219.01,7430023.0
2022-04-07,218.31,218.68,213.68,216.15,6995062.0
2022-04-08,214.81,219.405,213.08,216.98,5438734.0
2022-04-11,215.25,217.3,213.41,214.75,6942735.0
2022-04-12,216.5,216.99,210.7,211.4,7446590.0
2022-04-13,210.43,213.85,207.171,213.27,8052883.0
2022-04-14,214.27,215.95,212.53,212.79,8191575.0
2022-04-18,211.67,215.8319,211.52,213.17,4744430.0
2022-04-19,213.1,216.51,212.44,215.7,5028806.0
2022-04-20,218.66,220.8187,217.39,217.79,7122134.0
2022-04-21,219.51,223.92,215.35,216.45,8850268.0
2022-04-22,216.24,216.56,207.95,208.17,6201091.0
2022-04-25,206.35,210.5312,205.33,209.95,6839415.0
2022-04-26,206.98,208.56,201.1,201.1,7855387.0
2022-04-27,217.37,221.8,213.05,214.11,15955804.0
2022-04-28,220.4,224.93,219.27,220.66,10801088.0
2022-04-29,218.62,221.2008,212.35,213.13,7964954.0
2022-05-02,211.77,212.14,206.96,211.53,8803722.0
2022-05-03,213.61,213.61,206.27,208.56,6616908.0
2022-05-04,209.35,214.8,205.33,214.52,7159108.0
2022-05-05,212.27,214.58,203.07,205.24,7749564.0
2022-05-06,203.75,205.72,200.22,202.82,8825334.0
2022-05-09,200.05,200.75,192.08,193.0,10314141.0
2022-05-10,196.71,197.75,190.97,193.58,11016488.0
2022-05-11,193.49,198.32,191.4,196.72,9427340.0
2022-05-12,194.53,196.06,189.95,193.97,9308563.0
2022-05-13,197.0,200.54,196.5,199.23,6684482.0
2022-05-16,197.32,199.94,195.88,197.81,5161272.0
2022-05-17,202.85,204.8,200.15,204.0,7265568.0
2022-05-18,202.82,205.46,199.13,199.99,8748239.0
2022-05-19,196.35,200.42,193.31,197.37,9012392.0
2022-05-20,199.67,201.66,194.02,199.03,6966630.0
2022-05-23,200.88,207.96,200.77,207.56,12187430.0
2022-05-24,203.91,204.6729,199.03,202.63,7458655.0
2022-05-25,200.59,204.95,200.47,203.84,5457179.0
2022-05-26,205.11,209.74,204.67,208.55,9212253.0
2022-05-27,210.0,213.23,209.64,212.88,4897174.0
2022-05-31,210.38,214.35,209.11,212.17,9586408.0
2022-06-01,212.05,214.11,208.82,209.93,5246111.0
2022-06-02,211.89,215.25,211.08,215.05,5337228.0
2022-06-03,212.95,214.21,211.27,212.65,4352528.0
2022-06-06,215.45,217.58,212.09,212.94,3965080.0
2022-06-07,211.12,214.97,210.72,214.5,4493312.0
2022-06-08,213.76,215.57,212.83,213.5,3646279.0
2022-06-09,212.59,213.71,206.02,206.11,5140550.0
2022-06-10,201.65,203.42,199.18,199.51,5163771.0
2022-06-13,192.99,195.89,191.08,192.26,7119242.0
2022-06-14,192.72,194.34,191.75,193.52,6441168.0
2022-06-15,195.98,198.83,192.23,196.16,6490000.0
2022-06-16,191.41,191.87,187.53,189.05,9887176.0
2022-06-17,186.93,191.3053,185.91,190.01,15089338.0
2022-06-21,195.71,196.73,193.73,194.39,6241638.0
2022-06-22,191.25,196.39,191.03,193.82,5139086.0
2022-06-23,196.14,197.46,193.45,196.64,4752787.0
2022-06-24,197.73,205.64,197.51,205.51,7754785.0
2022-06-27,205.75,207.09,202.6149,203.56,6121223.0
2022-06-28,204.0,206.79,197.5,198.12,4372458.0
2022-06-29,197.32,200.64,197.32,199.5,4324567.0
2022-06-30,195.37,198.85,192.85,196.89,7045200.0
2022-07-01,196.79,199.8,194.71,199.18,4131776.0
2022-07-05,196.23,200.57,194.14,200.54,4110884.0
2022-07-06,200.0,202.51,198.665,201.12,4111355.0
2022-07-07,202.54,203.43,200.04,202.8,4650703.0
2022-07-08,202.32,204.1,200.46,203.57,3621759.0
2022-07-11,202.0,206.74,202.0,205.06,5366255.0
2022-07-12,203.25,208.12,202.76,204.82,6779493.0
2022-07-13,200.43,205.57,199.5,204.15,7597330.0
2022-07-14,200.0,206.08,197.98,205.91,5605463.0
2022-07-15,209.37,211.71,207.18,210.04,7245682.0
2022-07-18,211.5,212.91,206.64,207.21,4648889.0
2022-07-19,208.22,214.11,207.9,213.66,4927142.0
2022-07-20,212.0,214.13,211.21,213.37,4460290.0
2022-07-21,213.15,216.9,212.73,216.19,4801270.0
2022-07-22,217.93,218.07,212.12,213.7,5071466.0
2022-07-25,214.58,214.8,211.62,214.27,4357203.0
2022-07-26,213.85,215.15,211.75,212.49,6140989.0
2022-07-27,210.77,216.85,201.2,210.47,17432242.0
2022-07-28,210.64,212.72,207.92,211.35,7477062.0
2022-07-29,212.0,214.16,209.83,212.11,6059699.0
2022-08-01,208.45,213.985,207.56,211.36,8028363.0
2022-08-02,207.8,208.8379,203.93,206.26,9939408.0
2022-08-03,207.99,210.33,206.88,208.48,9520093.0
2022-08-04,210.53,214.88,208.55,213.47,6789745.0
2022-08-05,210.71,215.95,210.5,215.87,5553727.0
2022-08-08,215.23,216.63,212.0488,213.32,4065782.0
2022-08-09,212.0,213.45,209.75,210.26,4596766.0
2022-08-10,214.83,214.84,211.31,212.1,5746447.0
2022-08-11,213.29,213.5,210.59,211.08,6639640.0
2022-08-12,213.0,213.22,210.1,211.33,6443688.0
2022-08-15,210.37,216.74,210.37,216.42,5290623.0
2022-08-16,214.55,217.61,212.13,217.14,6564448.0
2022-08-17,215.0,216.18,212.75,214.52,4902450.0
2022-08-18,213.87,216.0,212.43,215.25,4516632.0
2022-08-19,214.11,215.23,212.39,212.82,4178804.0
2022-08-22,209.94,211.25,208.2,208.61,5139544.0
2022-08-23,208.0,209.3,206.53,206.8,3525495.0
2022-08-24,206.63,208.35,205.675,206.67,4230836.0
2022-08-25,207.39,209.91,206.5,209.82,4495041.0
2022-08-26,209.77,210.2599,202.7,202.89,5060213.0
2022-08-29,201.25,203.96,200.62,202.33,4473900.0
2022-08-30,203.92,204.41,200.21,201.38,3918150.0
2022-08-31,201.0,203.165,198.64,198.71,6559042.0
2022-09-01,198.72,200.43,196.66,200.13,5608324.0
2022-09-02,202.44,202.48,196.85,197.76,4508486.0
2022-09-06,197.9,200.04,196.4,198.64,4535351.0
2022-09-07,198.71,201.135,197.22,200.42,4098289.0
2022-09-08,197.4,201.11,196.96,200.71,4377815.0
2022-09-09,202.07,206.3953,201.35,205.2,4886179.0
2022-09-12,206.5,207.19,204.95,206.63,3812287.0
2022-09-13,202.05,203.47,198.87,199.67,5217877.0
2022-09-14,200.0,200.88,198.06,199.41,4632813.0
2022-09-15,198.09,200.31,194.53,195.37,6099262.0
2022-09-16,190.22,193.82,188.22,193.3,9398242.0
2022-09-19,191.59,193.99,190.71,193.13,8133561.0
2022-09-20,191.1,193.03,190.29,192.07,5292529.0
2022-09-21,192.53,193.09,187.0,187.02,6705947.0
2022-09-22,186.35,187.21,184.66,185.79,6589853.0
2022-09-23,183.47,184.58,182.23,183.96,10755790.0
2022-09-26,183.04,184.5,179.9,180.59,9914638.0
2022-09-27,182.51,184.85,177.0208,177.87,9799633.0
2022-09-28,177.26,180.1,174.83,179.18,9750959.0
2022-09-29,178.83,182.24,178.725,180.06,9105169.0
2022-09-30,180.06,182.92,177.595,177.65,9472265.0
2022-10-03,179.34,183.36,178.15,181.65,8842330.0
2022-10-04,185.05,186.2125,183.07,185.65,7081350.0
