Date,Actual_Close,Predicted_Close
2024-01-02,50.51,50.288754
2024-01-03,50.08,50.45588
2024-01-04,50.09,50.212105
2024-01-05,50.46,50.266506
2024-01-08,49.91,50.35105
2024-01-09,50.24,49.735962
2024-01-10,50.44,50.133923
2024-01-11,50.34,50.06149
2024-01-12,50.59,50.309277
2024-01-16,50.3,49.70928
2024-01-17,50.75,49.640404
2024-01-18,51.27,50.35531
2024-01-19,51.57,51.359657
2024-01-22,51.76,51.771317
2024-01-23,51.31,51.708637
2024-01-24,52.33,51.112953
2024-01-25,52.14,52.291702
2024-01-26,52.29,51.81585
2024-01-29,52.24,52.019928
2024-01-30,50.18,52.04908
2024-01-31,50.18,50.791767
2024-02-01,50.18,50.560547
2024-02-02,49.51,50.29708
2024-02-05,49.98,49.521656
2024-02-06,49.77,48.976574
2024-02-07,49.95,49.614834
2024-02-08,50.13,49.953197
2024-02-09,49.99,50.165894
2024-02-12,49.64,49.666523
2024-02-13,50.28,49.703186
2024-02-14,49.06,49.487694
2024-02-15,48.44,48.843845
2024-02-16,48.28,48.097034
2024-02-20,48.48,48.052696
2024-02-21,48.57,48.631096
2024-02-22,48.86,48.645306
2024-02-23,48.4,48.946156
2024-02-26,48.31,48.684498
2024-02-27,48.06,48.42915
2024-02-28,48.37,48.14494
2024-02-29,48.4,48.649914
2024-03-01,49.13,48.44222
2024-03-04,48.95,49.185978
2024-03-05,49.17,48.895336
2024-03-06,48.9,49.166615
2024-03-07,49.5,48.956345
2024-03-08,50.22,49.723743
2024-03-11,50.07,50.225525
2024-03-12,50.11,50.105373
2024-03-13,49.79,50.21373
2024-03-14,48.93,50.221664
2024-03-15,49.27,49.254745
2024-03-18,49.14,49.48645
2024-03-19,49.55,49.593822
2024-03-20,49.88,49.873466
2024-03-21,49.78,49.99284
2024-03-22,49.68,49.975147
2024-03-25,49.55,49.938263
2024-03-26,49.77,49.70576
2024-03-27,49.91,49.857758
2024-03-28,50.04,50.03661
2024-04-01,49.36,50.006218
2024-04-02,48.74,49.553425
2024-04-03,48.11,48.705303
2024-04-04,48.55,47.992973
2024-04-05,48.24,48.965942
2024-04-08,50.01,48.43916
2024-04-09,49.21,49.952175
2024-04-10,49.53,49.322033
2024-04-11,48.49,49.968864
2024-04-12,48.24,48.855633
2024-04-15,47.92,48.691837
2024-04-16,47.79,47.67486
2024-04-17,48.11,47.985653
2024-04-18,48.32,48.729404
2024-04-19,48.14,48.658897
2024-04-22,48.32,48.545143
2024-04-23,48.35,48.290203
2024-04-24,48.1,48.53314
2024-04-25,47.86,48.20141
2024-04-26,47.78,47.926178
2024-04-29,46.98,47.75082
2024-04-30,46.84,46.86124
2024-05-01,46.79,47.095146
2024-05-02,47.12,46.628864
2024-05-03,47.11,47.18422
2024-05-06,47.28,47.05444
2024-05-07,48.0,47.216465
2024-05-08,47.79,47.74972
2024-05-09,48.06,47.68852
2024-05-10,48.68,48.07246
2024-05-13,48.95,48.683697
2024-05-14,49.67,48.85871
2024-05-15,48.34,49.437344
2024-05-16,48.17,48.488705
2024-05-17,47.13,48.095585
2024-05-20,46.94,47.52317
2024-05-21,47.43,47.29784
2024-05-22,46.6,48.331947
2024-05-23,46.42,47.428993
2024-05-24,46.28,47.189972
2024-05-28,46.08,46.666397
2024-05-29,46.12,46.388344
2024-05-30,46.5,46.81119
2024-05-31,46.65,46.650978
2024-06-03,47.42,46.865627
2024-06-04,46.02,47.352654
2024-06-05,46.23,47.37527
2024-06-06,45.84,46.676968
2024-06-07,45.85,46.76651
2024-06-10,45.77,46.85574
2024-06-11,45.62,46.807293
2024-06-12,45.52,46.00785
2024-06-13,45.68,45.917717
2024-06-14,45.69,45.76464
2024-06-17,45.97,45.90601
2024-06-18,46.72,46.17384
2024-06-20,47.29,47.020412
2024-06-21,47.28,47.487988
2024-06-24,47.38,47.114853
2024-06-25,46.86,46.53198
2024-06-26,47.45,46.72335
2024-06-27,47.51,47.28629
2024-06-28,47.52,47.286366
2024-07-01,47.28,47.385284
2024-07-02,47.09,47.271248
2024-07-03,46.65,47.324795
2024-07-05,46.06,47.198612
2024-07-08,45.8,45.983593
2024-07-09,46.27,45.873707
2024-07-10,46.76,46.01563
2024-07-11,47.38,47.16777
2024-07-12,47.4,46.611496
2024-07-15,47.42,46.68188
2024-07-16,48.52,46.905037
2024-07-17,48.04,48.32062
2024-07-18,47.32,48.498993
2024-07-19,46.82,47.272858
2024-07-22,46.36,46.970833
2024-07-23,46.85,46.006535
2024-07-24,47.24,47.346977
2024-07-25,47.88,46.930435
