Date,Actual_Close,Predicted_Close
2024-01-02,39.16,38.592567
2024-01-03,39.37,39.397217
2024-01-04,40.2,39.320717
2024-01-05,40.1,40.10526
2024-01-08,39.04,39.9322
2024-01-09,39.08,39.16301
2024-01-10,37.9,39.13064
2024-01-11,38.56,37.826786
2024-01-12,39.29,38.186245
2024-01-16,38.87,39.771103
2024-01-17,38.94,38.863567
2024-01-18,39.33,38.92665
2024-01-19,39.58,39.3493
2024-01-22,42.23,39.6042
2024-01-23,41.28,39.53886
2024-01-24,42.29,40.71683
2024-01-25,42.4,40.63675
2024-01-26,42.05,41.679962
2024-01-29,42.47,41.192986
2024-01-30,42.35,41.327446
2024-01-31,42.49,42.249084
2024-02-01,42.13,41.80204
2024-02-02,41.38,41.897877
2024-02-05,41.1,41.70039
2024-02-06,40.42,41.232975
2024-02-07,39.91,40.68952
2024-02-08,39.72,39.845726
2024-02-09,40.1,39.908634
2024-02-12,40.13,39.842037
2024-02-13,40.15,39.743504
2024-02-14,40.59,39.728065
2024-02-15,40.49,40.269962
2024-02-16,40.5,40.10048
2024-02-20,41.1,40.522346
2024-02-21,40.73,40.968193
2024-02-22,40.66,40.548897
2024-02-23,39.69,40.617054
2024-02-26,39.93,39.900043
2024-02-27,40.1,39.931995
2024-02-28,40.02,39.874893
2024-02-29,40.2,40.03886
2024-03-01,40.31,40.250458
2024-03-04,40.35,40.539516
2024-03-05,39.93,40.49632
2024-03-06,39.53,39.949474
2024-03-07,39.51,39.61387
2024-03-08,40.13,39.44568
2024-03-11,40.13,39.784634
2024-03-12,40.26,40.017654
2024-03-13,39.77,40.22143
2024-03-14,39.49,39.98617
2024-03-15,39.93,39.58933
2024-03-18,39.97,39.96858
2024-03-19,40.12,39.91199
2024-03-20,40.54,39.90517
2024-03-21,40.37,40.308945
2024-03-22,40.87,40.07944
2024-03-25,40.85,40.617115
2024-03-26,41.54,40.770943
2024-03-27,41.96,41.610798
2024-03-28,42.28,41.835056
2024-04-01,42.54,42.028893
2024-04-02,42.84,41.82254
2024-04-03,42.45,41.892006
2024-04-04,42.12,41.86816
2024-04-05,41.73,42.03668
2024-04-08,40.84,41.966946
2024-04-09,40.52,40.550156
2024-04-10,40.16,40.27402
2024-04-11,39.72,40.29088
2024-04-12,40.11,39.9847
2024-04-15,39.77,40.05975
2024-04-16,39.78,39.838093
2024-04-17,40.13,39.895573
2024-04-18,40.49,40.080265
2024-04-19,38.6,40.251167
2024-04-22,39.7,38.659172
2024-04-23,39.49,39.23079
2024-04-24,39.22,39.60971
2024-04-25,39.68,38.429623
2024-04-26,40.09,39.7624
2024-04-29,39.49,39.57199
2024-04-30,39.2,39.315807
2024-05-01,38.93,39.58192
2024-05-02,38.89,39.422367
2024-05-03,39.33,39.054634
2024-05-06,39.31,39.86963
2024-05-07,39.48,39.277805
2024-05-08,39.79,39.48641
2024-05-09,40.4,39.53888
2024-05-10,40.54,40.250324
2024-05-13,40.49,40.99689
2024-05-14,40.49,40.725586
2024-05-15,40.25,41.14581
2024-05-16,40.06,40.407932
2024-05-17,40.12,40.062653
2024-05-20,39.62,40.863678
