Date,Actual_Close,Predicted_Close
2024-01-02,184.25,183.01642
2024-01-03,181.91,184.29791
2024-01-04,181.18,178.4378
2024-01-05,185.56,180.18423
2024-01-08,185.14,182.59776
2024-01-09,186.19,185.74445
2024-01-10,185.59,184.48305
2024-01-11,185.92,183.4395
2024-01-12,183.63,185.06581
2024-01-16,182.68,182.965
2024-01-17,188.63,181.20955
2024-01-18,191.56,187.05443
2024-01-19,193.89,186.69438
2024-01-22,195.18,191.78513
2024-01-23,194.5,193.26234
2024-01-24,194.17,191.95236
2024-01-25,192.42,193.94879
2024-01-26,191.73,190.97723
2024-01-29,188.04,192.01233
2024-01-30,184.4,189.40678
2024-01-31,186.86,185.46512
2024-02-01,185.85,186.88048
2024-02-02,187.68,187.0687
2024-02-05,189.3,190.12157
2024-02-06,189.41,190.76624
2024-02-07,188.32,189.70152
2024-02-08,188.85,189.06538
2024-02-09,187.15,185.91174
2024-02-12,185.04,186.07082
2024-02-13,184.15,184.14938
2024-02-14,183.86,184.9586
2024-02-15,182.31,182.47713
2024-02-16,181.56,184.74118
2024-02-20,182.32,181.82712
2024-02-21,184.37,182.6582
2024-02-22,182.52,185.75911
2024-02-23,181.16,183.61078
2024-02-26,182.63,180.2022
2024-02-27,181.42,183.68692
2024-02-28,180.75,182.57483
2024-02-29,179.66,180.28915
2024-03-01,175.1,178.74629
2024-03-04,170.12,175.87762
2024-03-05,169.12,173.21136
2024-03-06,169.0,172.36823
2024-03-07,170.73,170.33719
2024-03-08,172.75,172.12839
2024-03-11,173.23,173.69568
2024-03-12,171.13,173.84724
2024-03-13,173.0,171.6571
2024-03-14,172.62,172.36351
2024-03-15,173.72,172.50647
2024-03-18,176.08,173.15504
2024-03-19,178.67,173.34647
2024-03-20,171.37,179.19588
2024-03-21,172.28,172.18993
2024-03-22,170.85,174.17586
2024-03-25,169.71,172.34235
2024-03-26,173.31,171.58862
2024-03-27,171.48,174.01917
2024-03-28,170.03,172.66512
2024-04-01,168.84,170.34148
2024-04-02,169.65,169.26534
2024-04-03,168.82,169.64351
2024-04-04,169.58,170.10239
2024-04-05,168.45,169.99605
2024-04-08,169.67,169.10912
2024-04-09,167.78,169.84235
2024-04-10,175.04,169.43095
2024-04-11,176.55,175.3977
2024-04-12,172.69,176.64468
2024-04-15,169.38,173.14076
2024-04-16,168.0,169.78986
2024-04-17,167.04,169.67383
2024-04-18,165.0,167.96754
2024-04-19,165.84,167.94481
2024-04-22,166.9,168.6734
2024-04-23,169.02,167.03722
2024-04-24,169.89,168.78056
2024-04-25,169.3,168.60635
2024-04-26,173.5,169.00848
2024-04-29,170.33,174.81131
2024-04-30,169.3,169.24867
2024-05-01,173.03,168.12054
2024-05-02,183.38,172.10933
2024-05-03,181.71,178.91911
2024-05-06,182.4,181.41785
2024-05-07,182.74,182.31352
2024-05-08,184.57,183.69379
2024-05-09,183.05,185.54875
2024-05-10,186.28,183.57979
2024-05-13,187.43,186.72995
2024-05-14,189.72,187.06955
2024-05-15,189.84,190.54213
2024-05-16,189.87,189.98972
2024-05-17,191.04,190.47209
2024-05-20,192.35,190.93039
2024-05-21,190.9,191.63406
2024-05-22,186.88,190.87149
2024-05-23,189.98,186.25334
2024-05-24,189.99,190.09009
2024-05-28,190.29,189.816
2024-05-29,191.29,190.29805
2024-05-30,192.25,190.20744
2024-05-31,194.03,190.90128
2024-06-03,194.35,193.71638
2024-06-04,195.87,194.89201
2024-06-05,194.48,195.99571
2024-06-06,196.89,195.13914
2024-06-07,193.12,196.2303
2024-06-10,207.15,194.67194
