Date,Actual_Close,Predicted_Close
2024-01-02,104.04,105.88487
2024-01-03,102.3,103.437996
2024-01-04,102.08,101.96924
2024-01-05,103.62,102.24293
2024-01-08,102.74,102.29267
2024-01-09,103.77,102.40677
2024-01-10,105.9,103.62587
2024-01-11,105.06,105.0993
2024-01-12,101.72,104.7255
2024-01-16,100.82,104.06082
2024-01-17,100.94,101.15832
2024-01-18,101.78,100.27791
2024-01-19,100.56,101.644104
2024-01-22,101.9,99.99521
2024-01-23,100.76,100.32266
2024-01-24,100.77,101.38494
2024-01-25,102.75,101.033905
2024-01-26,103.88,101.41358
2024-01-29,104.18,104.001175
2024-01-30,101.53,103.77588
2024-01-31,101.76,100.869026
2024-02-01,100.71,100.643776
2024-02-02,99.68,99.961555
2024-02-05,102.61,99.56765
2024-02-06,103.79,102.34477
2024-02-07,103.77,102.98055
2024-02-08,104.5,102.80893
2024-02-09,107.18,104.17852
2024-02-12,105.0,107.84866
2024-02-13,106.33,105.51033
2024-02-14,106.05,105.97134
2024-02-15,103.51,106.18801
2024-02-16,103.3,102.807
2024-02-20,105.27,102.964874
2024-02-21,105.08,105.77765
2024-02-22,105.63,105.31133
2024-02-23,104.54,104.9747
2024-02-26,105.15,105.33881
2024-02-27,104.35,105.2506
2024-02-28,103.93,104.394844
2024-02-29,101.88,105.05027
2024-03-01,99.54,101.71848
2024-03-04,98.31,98.48866
2024-03-05,97.63,98.71227
2024-03-06,98.19,97.24988
2024-03-07,99.16,97.69622
2024-03-08,101.08,98.88748
2024-03-11,100.18,101.875854
2024-03-12,101.36,100.047844
2024-03-13,100.26,101.687195
2024-03-14,99.64,100.4342
2024-03-15,98.74,100.233444
2024-03-18,99.96,97.83359
2024-03-19,100.27,100.353165
2024-03-20,100.82,99.61684
2024-03-21,93.86,102.44493
2024-03-22,93.75,94.71964
2024-03-25,92.58,94.22738
2024-03-26,94.13,92.01134
2024-03-27,93.98,93.46994
2024-03-28,92.56,92.537895
2024-04-01,90.95,91.48059
2024-04-02,90.33,91.03953
2024-04-03,89.07,90.49417
2024-04-04,88.84,89.99723
2024-04-05,90.0,94.020454
2024-04-08,91.0,94.30531
2024-04-09,89.0,93.81019
2024-04-10,92.0,91.118385
2024-04-11,92.0,91.20173
2024-04-12,93.1,93.51986
2024-04-15,93.39,94.56653
2024-04-16,94.84,94.36918
2024-04-17,95.74,95.300865
2024-04-18,94.53,95.80472
2024-04-19,94.19,95.26522
2024-04-22,94.02,95.142746
2024-04-23,94.64,94.86036
2024-04-24,93.94,96.145004
2024-04-25,94.12,92.85847
2024-04-26,94.06,94.65629
2024-04-29,92.26,94.16208
2024-04-30,90.34,92.814285
2024-05-01,92.41,91.10564
2024-05-02,92.15,92.565346
2024-05-03,93.36,91.773254
2024-05-06,93.78,93.60257
2024-05-07,93.59,93.852036
2024-05-08,93.39,93.91875
2024-05-09,90.94,93.845375
2024-05-10,92.72,91.60596
2024-05-13,92.79,92.856155
2024-05-14,91.67,92.96705
2024-05-15,91.77,92.07461
2024-05-16,92.18,93.1249
2024-05-17,91.77,92.14167
2024-05-20,92.82,92.57747
2024-05-21,92.5,92.1017
2024-05-22,91.4,91.99244
2024-05-23,91.75,91.9711
2024-05-24,92.0,91.83508
2024-05-28,91.67,92.36487
2024-05-29,93.45,92.13146
2024-05-30,95.05,92.96526
2024-05-31,94.4,95.2547
2024-06-03,94.74,94.3586
2024-06-04,94.32,94.77434
2024-06-05,95.72,94.37856
2024-06-06,96.55,95.46173
2024-06-07,96.0,97.44339
2024-06-10,95.87,96.52859
2024-06-11,93.68,96.10497
2024-06-12,94.18,93.530266
2024-06-13,93.39,94.66096
2024-06-14,95.0,94.019516
2024-06-17,94.78,95.336525
2024-06-18,95.57,95.32214
2024-06-20,97.18,95.104164
2024-06-21,97.17,98.08257
2024-06-24,94.75,98.28817
2024-06-25,94.06,95.74215
2024-06-26,94.19,93.60235
2024-06-27,75.37,94.31065
2024-06-28,76.83,92.640175
2024-07-01,76.04,83.33714
2024-07-02,75.24,84.12136
2024-07-03,75.43,78.20968
2024-07-05,73.05,77.003815
2024-07-08,72.46,74.64407
2024-07-09,72.54,74.73364
2024-07-10,73.39,72.714935
2024-07-11,73.42,73.14944
2024-07-12,71.31,73.63324
2024-07-15,72.81,72.37604
2024-07-16,73.07,72.89139
2024-07-17,72.38,72.968956
2024-07-18,72.7,72.72435
2024-07-19,74.86,75.123726
2024-07-22,73.4,74.17407
2024-07-23,71.09,73.52894
2024-07-24,71.41,72.500046
2024-07-25,72.56,72.31029
2024-07-26,73.55,72.943146
2024-07-29,74.32,74.79741
2024-07-30,74.86,74.263695
2024-07-31,73.85,74.000854
2024-08-01,74.01,73.87585
2024-08-02,71.42,74.06843
2024-08-05,72.5,72.92647
2024-08-06,72.62,72.602776
2024-08-07,74.19,72.60531
2024-08-08,74.34,73.22293
2024-08-09,74.64,73.58011
2024-08-12,78.5,74.66103
2024-08-13,78.52,79.35802
2024-08-14,82.5,78.62216
2024-08-15,83.23,82.90729
2024-08-16,83.28,83.2347
2024-08-19,83.56,83.76837
2024-08-20,84.0,84.34792
2024-08-21,83.41,84.169106
2024-08-22,84.05,83.41042
2024-08-23,84.28,83.93388
2024-08-26,85.29,85.06359
2024-08-27,82.79,85.13831
2024-08-28,83.26,82.8851
2024-08-29,83.32,83.29386
2024-08-30,81.32,83.39399
2024-09-03,81.02,82.32407
2024-09-04,80.83,79.74294
2024-09-05,80.63,80.34213
2024-09-06,79.49,80.542755
2024-09-09,78.09,80.06983
2024-09-10,78.4,76.66491
2024-09-11,78.4,76.761925
2024-09-12,79.01,77.91677
2024-09-13,79.8,79.25691
2024-09-16,80.64,79.46838
2024-09-17,80.9,79.95877
2024-09-18,80.98,80.80999
2024-09-19,86.52,81.25175
2024-09-20,86.2,84.67542
2024-09-23,87.46,83.50477
2024-09-24,88.0,84.870636
2024-09-25,89.39,87.5596
2024-09-26,89.44,87.279686
2024-09-27,88.4,88.76095
2024-09-30,89.13,88.29743
2024-10-01,83.1,88.58173
2024-10-02,82.1,84.584366
2024-10-03,82.25,82.027405
2024-10-04,80.83,82.186165
2024-10-07,80.77,80.41578
2024-10-08,82.45,81.21239
2024-10-09,82.1,83.19384
2024-10-10,82.15,82.34627
2024-10-11,81.6,82.39715
2024-10-14,82.12,82.17571
2024-10-15,83.94,82.52964
2024-10-16,83.4,83.46797
2024-10-17,82.92,83.59548
2024-10-18,81.48,83.501976
2024-10-21,81.42,82.48239
2024-10-22,80.05,82.57074
2024-10-23,79.04,79.94092
2024-10-24,78.85,79.480644
2024-10-25,78.91,79.18315
2024-10-28,78.4,78.99386
2024-10-29,76.45,78.73262
2024-10-30,77.13,76.39386
2024-10-31,78.06,77.26719
2024-11-01,77.19,77.92454
2024-11-04,77.98,77.500786
2024-11-05,75.32,77.31596
2024-11-06,75.92,76.419624
2024-11-07,75.88,75.83854
2024-11-08,76.6,76.3024
2024-11-11,76.66,76.61288
2024-11-12,76.52,76.717094
2024-11-13,75.68,76.70836
2024-11-14,76.66,76.1295
2024-11-15,74.89,76.44917
2024-11-18,73.91,75.74606
2024-11-19,73.36,75.05366
2024-11-20,75.1,73.66731
2024-11-21,77.4,74.568085
2024-11-22,79.26,76.74382
2024-11-25,77.61,79.07934
2024-11-26,78.34,79.221466
2024-11-27,78.77,77.55221
2024-11-29,79.09,79.00175
2024-12-02,78.86,79.38856
2024-12-03,78.37,79.00421
2024-12-04,78.58,78.628075
2024-12-05,78.89,79.97742
2024-12-06,77.64,78.6604
2024-12-09,76.74,79.226715
2024-12-10,78.85,78.98203
2024-12-11,77.96,79.35957
2024-12-12,77.25,77.68858
2024-12-13,77.2,77.93516
2024-12-16,78.0,77.32943
2024-12-17,76.9,77.66736
2024-12-18,77.1,77.2111
2024-12-19,76.94,77.14328
2024-12-20,76.76,77.50023
2024-12-23,76.79,76.896385
2024-12-24,76.94,76.60373
2024-12-26,76.42,76.97828
2024-12-27,74.65,76.652824
