,Open,High,Low,Close,Volume
2022-01-03,269.49,270.73,265.56,268.58,2750906.0
2022-01-04,269.5,271.15,268.27,268.51,2506018.0
2022-01-05,269.3,270.28,266.9,267.19,2473043.0
2022-01-06,268.12,270.76,267.8,269.69,2908568.0
2022-01-07,268.56,270.17,267.0,267.06,2209088.0
2022-01-10,266.715,266.72,262.01,264.41,3122526.0
2022-01-11,263.49,263.95,260.32,262.12,3074513.0
2022-01-12,263.37,263.95,260.28,260.92,3043954.0
2022-01-13,261.41,263.85,260.5883,261.41,2371250.0
2022-01-14,261.14,261.24,257.16,257.71,3460060.0
2022-01-18,256.96,257.1,254.31,256.48,2864350.0
2022-01-19,257.55,257.95,255.08,255.22,2116659.0
2022-01-20,256.62,258.11,252.9,253.13,2602190.0
2022-01-21,254.04,258.46,253.685,254.59,3738309.0
2022-01-24,252.38,253.9176,247.775,253.61,5155195.0
2022-01-25,250.83,252.53,247.0701,250.68,3908580.0
2022-01-26,253.0,254.21,247.86,249.85,3838994.0
2022-01-27,249.6,252.464,245.25,248.74,5201054.0
2022-01-28,250.0,256.3453,247.16,256.09,3833241.0
2022-01-31,255.02,259.5,254.44,259.45,3174167.0
2022-02-01,259.75,259.9,255.58,258.99,2496547.0
2022-02-02,258.83,262.61,258.49,262.28,2371460.0
2022-02-03,262.0,262.8,260.07,260.64,2242396.0
2022-02-04,259.87,261.73,257.79,260.06,1989682.0
2022-02-07,261.0,261.58,259.17,259.85,1959336.0
2022-02-08,260.5,262.38,259.1,260.08,2920071.0
2022-02-09,261.99,262.88,259.41,259.86,2379345.0
2022-02-10,258.595,260.44,255.965,256.87,3246762.0
2022-02-11,256.87,258.76,254.73,255.16,3592716.0
2022-02-14,255.91,256.25,251.675,253.39,2825835.0
2022-02-15,254.82,256.92,253.56,253.81,2171763.0
2022-02-16,253.77,254.6,251.2,253.09,2941810.0
2022-02-17,251.48,252.88,250.0,250.93,2831886.0
2022-02-18,250.34,252.2891,250.01,250.6,2813521.0
2022-02-22,250.01,254.7,249.6,252.7,3962458.0
2022-02-23,253.53,253.85,247.08,247.79,3497365.0
2022-02-24,242.93,245.58,239.61,245.03,4856005.0
2022-02-25,246.0,249.53,243.6288,249.45,4549747.0
2022-02-28,244.44,245.7199,242.36,244.77,4410429.0
2022-03-01,242.3,243.5975,238.3,239.63,3910650.0
2022-03-02,240.85,242.74,239.61,240.94,4482140.0
2022-03-03,241.01,242.3368,235.68,236.65,4707353.0
2022-03-04,234.62,236.394,231.641,235.81,4186494.0
2022-03-07,234.31,234.31,224.19,224.33,5425045.0
2022-03-08,224.33,229.7369,222.2,222.79,5258764.0
2022-03-09,226.79,227.25,222.01,222.47,5630456.0
2022-03-10,220.2,222.05,217.675,222.0,5444938.0
2022-03-11,224.74,229.11,224.195,226.87,6126339.0
2022-03-14,226.78,228.44,223.16,226.18,4436285.0
2022-03-15,227.98,234.565,227.98,232.57,5087427.0
2022-03-16,234.87,238.21,234.36,238.14,4173223.0
2022-03-17,236.44,237.47,234.54,237.47,3752945.0
2022-03-18,237.23,239.19,235.99,238.92,5113235.0
2022-03-21,239.58,240.09,234.07,235.32,3678812.0
2022-03-22,237.04,238.44,236.47,238.12,2918574.0
2022-03-23,237.13,238.01,235.95,236.12,2200593.0
2022-03-24,237.56,241.04,236.47,240.26,2337661.0
2022-03-25,240.54,241.85,239.43,241.58,2132040.0
2022-03-28,241.91,242.95,239.86,242.94,2041783.0
2022-03-29,246.35,248.65,244.77,248.17,2657596.0
2022-03-30,247.51,250.5,247.51,249.03,2227261.0
2022-03-31,249.72,251.35,247.28,247.28,3803454.0
2022-04-01,248.12,249.43,246.18,249.25,2023154.0
2022-04-04,246.79,247.265,242.38,246.83,2501545.0
2022-04-05,246.1,249.739,245.43,248.51,2523565.0
2022-04-06,247.64,252.38,245.98,251.46,2885998.0
2022-04-07,250.79,255.475,249.54,254.36,4041798.0
2022-04-08,253.04,255.07,250.92,251.46,2551093.0
2022-04-11,251.25,252.938,249.93,250.45,2326660.0
2022-04-12,250.73,252.29,248.8,249.17,2725083.0
2022-04-13,249.36,251.66,249.02,251.33,2133851.0
2022-04-14,251.33,253.73,250.43,250.51,2105884.0
2022-04-18,249.63,252.49,249.13,251.06,1426617.0
2022-04-19,250.04,255.955,250.04,255.4,2324504.0
2022-04-20,256.0,257.79,254.82,255.85,2256224.0
2022-04-21,257.65,259.605,254.88,255.25,2477103.0
2022-04-22,255.0,255.0,249.94,250.17,2643584.0
2022-04-25,249.45,253.13,247.93,252.88,2522972.0
2022-04-26,250.13,252.41,248.33,248.58,2936464.0
2022-04-27,247.98,250.965,247.05,247.14,2706541.0
2022-04-28,249.94,256.38,248.08,254.19,3549490.0
2022-04-29,254.28,254.85,248.8,249.16,3388214.0
2022-05-02,250.86,251.5495,242.2572,246.64,3418657.0
2022-05-03,247.39,247.84,242.28,245.87,2562085.0
2022-05-04,246.16,254.78,246.16,254.32,3268420.0
2022-05-05,252.89,254.49,246.78,248.92,2925873.0
2022-05-06,248.19,252.45,247.7,250.78,2964684.0
2022-05-09,247.0,249.9,246.79,247.49,2918862.0
2022-05-10,248.99,250.88,244.93,245.68,3070804.0
2022-05-11,245.27,246.79,243.2132,244.43,2833269.0
2022-05-12,245.32,246.38,241.12,244.19,2860983.0
2022-05-13,247.15,247.18,242.28,245.04,3255435.0
2022-05-16,244.46,245.475,240.73,244.04,2147127.0
2022-05-17,246.0,247.0,239.46,241.63,3205114.0
2022-05-18,239.46,240.08,230.37,231.05,3946143.0
2022-05-19,229.5,232.15,228.34,229.0,3518259.0
2022-05-20,231.38,234.06,228.585,233.91,3208225.0
2022-05-23,235.76,238.89,233.5,238.0,3053463.0
2022-05-24,237.5,245.8,237.45,244.52,5258233.0
2022-05-25,242.58,245.7,241.59,244.01,2641667.0
2022-05-26,246.0,249.3269,245.595,248.09,1972341.0
2022-05-27,249.5,251.87,248.78,251.87,2063755.0
2022-05-31,250.0,254.28,248.6289,252.21,3924700.0
2022-06-01,253.19,253.4158,248.19,249.28,2264141.0
2022-06-02,249.6,250.44,246.22,250.38,2089654.0
2022-06-03,248.43,250.27,248.17,248.36,1838859.0
2022-06-06,249.08,249.525,247.33,248.07,1569322.0
2022-06-07,246.0,249.79,245.53,248.94,2782196.0
2022-06-08,247.9,248.48,244.89,245.61,2101295.0
2022-06-09,243.62,246.0,242.03,242.16,2682889.0
2022-06-10,239.18,239.51,237.16,237.38,1994336.0
2022-06-13,232.79,240.1,232.68,238.47,4697049.0
2022-06-14,239.96,242.9,238.62,238.76,3564777.0
2022-06-15,239.86,241.58,236.12,238.9,3152171.0
2022-06-16,236.08,237.3223,233.82,235.19,3271976.0
2022-06-17,234.22,235.49,232.17,234.38,7236261.0
2022-06-21,236.22,240.1,234.14,239.59,3263514.0
2022-06-22,238.79,244.55,238.36,243.06,3054788.0
2022-06-23,243.7,245.085,240.455,243.58,1937201.0
2022-06-24,245.26,248.0,244.49,247.9,3104842.0
2022-06-27,247.9,248.77,246.565,247.03,2059304.0
2022-06-28,247.06,249.96,242.52,242.83,2381745.0
2022-06-29,246.14,248.87,245.105,247.74,2997210.0
2022-06-30,248.25,248.59,245.4506,246.88,2786218.0
2022-07-01,246.35,253.14,246.0,252.96,2531474.0
2022-07-05,251.15,253.0,249.66,252.29,2392617.0
2022-07-06,252.47,252.86,249.37,251.46,1948691.0
2022-07-07,253.26,254.92,251.18,252.94,2396689.0
2022-07-08,252.6,254.62,252.32,253.24,1450519.0
2022-07-11,252.08,255.4025,252.08,253.28,1478345.0
2022-07-12,252.97,255.62,250.76,251.48,2112805.0
2022-07-13,248.96,254.8,248.26,252.67,2205342.0
2022-07-14,249.89,253.1,249.62,252.6,2371030.0
2022-07-15,254.02,256.39,253.45,255.01,2627237.0
2022-07-18,255.24,255.59,252.07,252.42,2164571.0
2022-07-19,253.88,256.62,252.97,256.5,2181323.0
2022-07-20,256.78,256.91,253.47,254.58,2183656.0
2022-07-21,253.99,254.8,252.32,253.47,2056470.0
2022-07-22,253.75,254.53,252.45,253.99,2226576.0
