Date,Open,High,Low,Close,Volume
2022-01-03,144.0,144.7899,143.01,144.65,6903262.0
2022-01-04,144.04,145.1399,141.76,142.0,11310011.0
2022-01-05,142.85,145.95,142.7399,143.92,11805971.0
2022-01-06,143.62,144.64,142.4,143.52,7276277.0
2022-01-07,143.5,145.36,142.96,144.89,6574530.0
2022-01-10,145.44,145.59,143.12,144.61,7577189.0
2022-01-11,144.21,144.62,143.175,144.2,6665229.0
2022-01-12,143.68,143.9601,143.0,143.44,6315605.0
2022-01-13,143.43,145.68,143.11,145.47,8084198.0
2022-01-14,144.22,146.63,144.22,145.06,8955786.0
2022-01-18,144.41,144.7,142.13,142.52,6297369.0
2022-01-19,142.54,144.99,141.92,143.94,7255876.0
2022-01-20,142.35,144.46,141.07,141.22,7462375.0
2022-01-21,141.22,142.2616,140.06,140.19,9169392.0
2022-01-24,139.07,140.5329,137.31,140.2,9570458.0
2022-01-25,139.99,140.37,136.81,137.15,9826478.0
2022-01-26,137.34,138.79,135.16,135.75,8728497.0
2022-01-27,136.92,139.08,135.37,135.84,9261266.0
2022-01-28,136.0,137.57,133.95,137.52,8377341.0
2022-01-31,137.09,140.04,136.7,139.81,6731158.0
2022-02-01,139.21,141.1499,138.99,140.91,6774366.0
2022-02-02,141.0,141.64,140.15,140.85,6049927.0
2022-02-03,140.26,141.99,139.77,140.99,6913734.0
2022-02-04,140.89,141.0,138.35,139.33,7345507.0
2022-02-07,140.06,140.07,137.61,137.96,6670120.0
2022-02-08,138.32,139.24,137.51,137.99,6486293.0
2022-02-09,138.5,138.79,137.47,137.69,7157923.0
2022-02-10,136.55,137.015,135.46,136.08,9270199.0
2022-02-11,136.82,137.18,134.165,135.33,7911135.0
2022-02-14,135.33,135.96,132.71,133.95,9787836.0
2022-02-15,134.74,135.67,133.79,134.37,7282849.0
2022-02-16,134.33,134.88,132.7,133.53,9496862.0
2022-02-17,134.0,139.47,133.78,138.88,17943846.0
2022-02-18,138.1,139.5899,137.1607,137.99,10367817.0
2022-02-22,137.77,138.24,135.94,136.45,8439117.0
2022-02-23,136.86,137.19,134.84,135.05,7010313.0
2022-02-24,133.91,135.01,132.01,134.53,10572482.0
2022-02-25,134.81,136.78,134.09,136.38,8332590.0
2022-02-28,135.0,136.07,133.77,135.16,8762227.0
2022-03-01,135.87,137.89,135.02,135.99,8008347.0
2022-03-02,135.66,136.83,135.18,136.16,7954751.0
2022-03-03,137.29,140.47,136.55,139.29,9961736.0
2022-03-04,137.81,142.94,137.59,142.82,11860222.0
2022-03-07,141.3,143.63,140.45,141.67,15290027.0
2022-03-08,141.5,142.46,138.58,138.74,9435176.0
2022-03-09,140.0,140.24,138.14,139.46,7374312.0
2022-03-10,139.49,143.0,139.01,142.63,9170929.0
2022-03-11,142.3,144.05,141.88,142.07,6387420.0
2022-03-14,142.02,144.85,141.99,144.05,7548765.0
2022-03-15,144.53,146.15,143.85,145.78,7624161.0
2022-03-16,145.39,146.94,143.7,145.35,8205319.0
2022-03-17,144.45,145.3,142.65,145.01,6341006.0
2022-03-18,145.18,145.57,144.108,145.44,10084781.0
2022-03-21,145.43,147.29,143.62,144.23,7081399.0
2022-03-22,144.61,144.97,142.98,143.8,6693272.0
2022-03-23,143.14,143.73,141.52,141.95,6541845.0
2022-03-24,142.39,143.91,141.875,142.83,4480295.0
2022-03-25,143.45,143.93,142.265,143.45,4592862.0
2022-03-28,143.5,146.06,143.3,146.0,6701881.0
2022-03-29,146.6,148.1,146.25,147.23,6644813.0
2022-03-30,147.13,150.18,147.04,149.87,8330524.0
2022-03-31,148.79,150.54,148.18,148.92,9054626.0
2022-04-01,149.66,151.27,148.8397,151.01,6979933.0
2022-04-04,150.91,153.2,150.08,151.04,8445829.0
2022-04-05,150.88,153.33,150.88,151.47,6162961.0
2022-04-06,151.02,155.42,150.4983,154.99,9339477.0
2022-04-07,155.1,157.54,154.44,156.54,9029354.0
2022-04-08,156.91,158.41,156.21,157.41,7764845.0
2022-04-11,156.97,158.24,153.63,154.29,8237585.0
2022-04-12,154.24,155.4,152.55,153.23,8920400.0
2022-04-13,153.45,157.79,153.35,157.22,9761532.0
2022-04-14,157.11,158.29,156.43,157.08,7453493.0
2022-04-18,156.75,157.98,155.21,155.88,4890605.0
2022-04-19,156.67,157.95,156.04,157.65,5284973.0
2022-04-20,158.35,160.35,158.295,159.63,6559069.0
2022-04-21,159.92,160.77,159.07,159.87,6056100.0
2022-04-22,160.25,160.36,156.66,156.86,7015439.0
2022-04-25,156.37,157.47,154.35,156.94,6019179.0
2022-04-26,156.37,158.13,155.2,155.3,6438520.0
2022-04-27,155.53,156.2,154.02,154.24,5832260.0
2022-04-28,155.23,156.98,154.1,156.21,4990343.0
2022-04-29,155.81,156.22,152.71,152.99,7029553.0
2022-05-02,154.96,154.99,150.32,151.98,6672001.0
2022-05-03,152.43,154.275,151.78,152.51,5983685.0
2022-05-04,152.03,154.82,151.51,154.62,6603230.0
2022-05-05,153.64,153.83,151.4,152.74,7744773.0
2022-05-06,151.71,153.95,148.27,149.56,11419358.0
2022-05-09,148.47,153.1,148.19,151.31,9402359.0
2022-05-10,151.43,152.29,148.56,149.18,8287106.0
2022-05-11,149.4,150.75,146.91,147.62,9292911.0
2022-05-12,147.86,150.15,146.52,147.48,8414841.0
2022-05-13,147.71,148.38,146.14,148.05,6654056.0
2022-05-16,149.38,149.7318,146.46,148.21,7149665.0
2022-05-17,136.43,137.44,130.64,131.35,44313389.0
2022-05-18,128.03,128.27,121.53,122.43,34751036.0
2022-05-19,120.87,121.7899,118.6,119.07,23669495.0
2022-05-20,119.64,120.84,117.27,119.2,16451978.0
2022-05-23,119.92,123.77,119.86,122.6,14560282.0
2022-05-24,121.21,124.55,121.0804,124.13,11528278.0
2022-05-25,124.0,124.67,122.6,123.37,9040627.0
2022-05-26,125.3,126.4,124.4,126.0,9399236.0
2022-05-27,125.49,128.62,125.31,128.48,8433266.0
2022-05-31,127.46,129.9,127.42,128.63,12304142.0
2022-06-01,128.5,128.92,124.68,125.45,9511562.0
2022-06-02,125.57,127.53,124.33,127.51,7738131.0
2022-06-03,126.67,127.42,125.09,125.32,6100907.0
2022-06-06,125.82,126.3,124.585,124.87,6618491.0
2022-06-07,121.24,123.49,120.8774,123.37,15902627.0
2022-06-08,122.35,123.91,121.95,122.3,7507557.0
2022-06-09,122.0,124.35,120.99,121.02,6628738.0
2022-06-10,119.75,122.74,119.34,121.7,8415608.0
2022-06-13,119.74,121.24,119.09,119.41,8299294.0
2022-06-14,119.13,120.0,118.17,119.46,7181447.0
2022-06-15,119.97,120.41,117.9029,119.38,8637951.0
2022-06-16,118.35,121.76,118.23,120.62,10235633.0
2022-06-17,120.02,120.88,117.97,118.29,12279631.0
2022-06-21,118.3,122.78,118.22,122.17,7972173.0
2022-06-22,122.1,123.25,120.59,120.69,6748385.0
2022-06-23,121.75,123.96,121.2,123.62,6013643.0
2022-06-24,124.09,125.31,123.16,123.72,10615320.0
2022-06-27,123.78,124.74,122.79,124.12,6629684.0
2022-06-28,124.66,125.57,122.29,122.37,5133858.0
2022-06-29,122.89,123.35,120.97,121.92,6370540.0
2022-06-30,120.88,122.06,119.89,121.58,6388745.0
2022-07-01,121.94,122.92,121.16,122.63,5820323.0
2022-07-05,122.21,124.51,121.61,124.25,6073237.0
2022-07-06,124.48,126.28,124.3,125.13,7100041.0
2022-07-07,125.19,125.525,124.12,125.32,5829096.0
2022-07-08,125.82,126.61,125.15,125.4,4917023.0
2022-07-11,125.02,126.33,124.62,125.45,3844626.0
2022-07-12,125.11,127.13,124.72,125.07,4577423.0
2022-07-13,124.44,126.46,123.91,125.37,4229706.0
2022-07-14,124.16,128.32,124.14,127.82,6968463.0
