,Open,High,Low,Close,Volume
2022-01-03,76.58,76.94,75.35,76.87,9443499.0
2022-01-04,76.4,77.27,75.8894,77.01,11981656.0
2022-01-05,77.26,79.81,77.26,78.88,17447911.0
2022-01-06,78.79,79.58,77.95,78.83,11359161.0
2022-01-07,78.86,80.53,78.46,80.3,15211967.0
2022-01-10,80.54,82.45,79.67,82.37,19636814.0
2022-01-11,82.42,82.56,80.65,81.67,10206282.0
2022-01-12,81.08,81.42,80.67,81.2,13056970.0
2022-01-13,80.93,81.72,80.33,81.32,9678145.0
2022-01-14,81.6,81.8521,80.765,81.38,9478020.0
2022-01-18,81.1,82.16,80.805,81.54,14162529.0
2022-01-19,80.98,81.98,80.4801,81.29,10545712.0
2022-01-20,80.73,81.86,80.52,80.75,12069577.0
2022-01-21,81.27,81.52,79.24,79.98,18461735.0
2022-01-24,79.77,80.11,76.65,78.83,17293349.0
2022-01-25,78.42,79.775,77.775,79.46,13662385.0
2022-01-26,79.39,80.34,78.73,79.14,13046599.0
2022-01-27,78.42,81.595,78.42,80.58,20189659.0
2022-01-28,79.54,80.99,79.18,80.9,13915287.0
2022-01-31,81.02,81.72,80.8,81.48,13034987.0
2022-02-01,81.96,82.115,81.075,81.92,10803331.0
2022-02-02,81.795,82.295,81.26,82.01,13988212.0
2022-02-03,81.65,81.8,78.4,79.01,19181351.0
2022-02-04,78.51,79.55,78.2,78.56,10716242.0
2022-02-07,78.79,78.92,77.44,77.58,23615276.0
2022-02-08,77.1,77.33,75.82,76.91,17486482.0
2022-02-09,77.17,77.33,76.41,76.53,15183105.0
2022-02-10,76.36,76.77,75.93,76.56,12437552.0
2022-02-11,76.4,77.8997,76.17,76.64,9342303.0
2022-02-14,76.63,76.7,75.11,76.47,9881111.0
2022-02-15,77.51,78.19,77.32,77.81,11426143.0
2022-02-16,77.2,77.795,76.9345,77.22,9981458.0
2022-02-17,76.85,76.93,76.0,76.36,8889342.0
2022-02-18,76.32,76.86,75.89,76.37,8780451.0
2022-02-22,76.46,76.86,75.61,75.95,8922273.0
2022-02-23,76.19,76.44,75.62,75.84,9659085.0
2022-02-24,75.1,75.32,72.875,73.51,21135639.0
2022-02-25,74.2,77.29,74.17,76.32,13665854.0
2022-02-28,75.83,76.76,74.78,76.58,14126136.0
2022-03-01,76.5,77.76,75.95,76.34,9807533.0
2022-03-02,76.31,77.22,76.06,76.67,9697506.0
2022-03-03,76.77,77.54,76.405,77.15,8191074.0
2022-03-04,76.68,77.86,76.02,77.83,12217426.0
2022-03-07,77.01,78.29,76.08,77.73,14008420.0
2022-03-08,77.25,78.09,76.56,76.95,10184057.0
2022-03-09,77.62,78.225,77.05,77.79,9745966.0
2022-03-10,77.63,78.2,77.335,77.89,8972190.0
2022-03-11,78.32,79.625,78.2,78.26,9424532.0
2022-03-14,77.9,78.6077,77.31,77.78,10085371.0
2022-03-15,77.68,79.005,77.4,78.64,11403014.0
2022-03-16,78.96,79.11,77.65,78.12,10943961.0
2022-03-17,78.15,79.37,78.0593,78.94,10279404.0
2022-03-18,79.18,79.735,78.63,79.11,20708483.0
2022-03-21,79.67,80.45,78.91,79.06,10359244.0
2022-03-22,79.27,79.78,78.765,79.3,9614107.0
2022-03-23,79.3,80.58,79.23,79.73,8470362.0
2022-03-24,80.04,80.6694,79.72,80.41,7605002.0
2022-03-25,80.59,81.38,80.45,81.34,6706813.0
2022-03-28,81.37,81.665,80.73,81.21,7071913.0
2022-03-29,81.66,81.76,80.74,81.57,7398712.0
2022-03-30,81.84,82.7,81.665,82.4,9326610.0
2022-03-31,82.9,83.375,81.94,82.05,12466815.0
2022-04-01,82.19,83.58,81.64,83.52,10086740.0
2022-04-04,83.5,83.89,82.73,83.49,9040033.0
2022-04-05,83.66,85.43,83.51,83.72,11958955.0
2022-04-06,84.36,85.555,84.12,84.97,13924319.0
2022-04-07,85.75,87.11,84.96,86.8,13104254.0
2022-04-08,86.64,87.835,86.26,87.68,11409274.0
2022-04-11,88.32,89.48,86.18,86.63,14380985.0
2022-04-12,86.0,86.545,85.22,85.63,12542962.0
2022-04-13,85.8,86.24,84.83,86.13,12743810.0
2022-04-14,86.13,87.51,85.41,86.91,22096120.0
2022-04-18,86.42,87.4502,85.68,86.07,7995077.0
2022-04-19,85.97,86.09,85.12,85.79,8494733.0
2022-04-20,85.52,86.82,85.48,86.46,8460547.0
2022-04-21,86.41,87.225,85.39,86.23,8562645.0
2022-04-22,85.86,86.14,84.5,84.59,7913957.0
2022-04-25,84.59,85.81,83.53,85.44,10573426.0
2022-04-26,85.76,86.195,84.39,84.48,8977100.0
2022-04-27,84.3,85.13,83.6,84.41,10781317.0
2022-04-28,85.75,89.365,85.0,88.58,21097863.0
2022-04-29,88.66,90.01,88.085,88.69,15914164.0
2022-05-02,88.72,88.84,86.63,87.65,12124946.0
2022-05-03,86.99,88.24,86.43,87.1,8425755.0
2022-05-04,86.57,88.77,86.36,88.52,10661604.0
2022-05-05,88.42,88.66,87.03,88.01,9548286.0
2022-05-06,87.74,88.92,87.4809,88.39,12227367.0
2022-05-09,87.5,88.06,86.91,87.64,11901501.0
2022-05-10,88.12,89.29,87.27,87.81,12370802.0
2022-05-11,87.42,90.81,87.42,89.19,16338575.0
2022-05-12,89.85,90.85,88.36,90.83,14210196.0
2022-05-13,90.7,91.05,89.2639,90.41,10308067.0
2022-05-16,90.79,92.87,90.68,92.32,13999039.0
2022-05-17,92.31,94.56,91.51,93.0,17582775.0
2022-05-18,92.56,93.16,91.77,92.1,12717633.0
2022-05-19,91.25,92.61,90.88,92.09,11121552.0
2022-05-20,92.45,94.08,92.45,93.55,11757111.0
2022-05-23,93.59,94.92,93.4,93.83,9067012.0
2022-05-24,94.25,94.8,93.565,94.64,9020989.0
2022-05-25,94.36,94.755,93.14,93.75,11177679.0
2022-05-26,94.24,94.25,91.0,92.31,17249480.0
2022-05-27,92.28,93.11,91.75,93.08,9801988.0
2022-05-31,91.91,92.62,90.87,92.03,22860770.0
2022-06-01,91.67,91.93,90.04,91.14,10492642.0
2022-06-02,91.13,91.14,88.74,90.0,11066225.0
2022-06-03,89.74,90.68,89.68,89.91,7051596.0
2022-06-06,90.17,90.655,89.69,89.84,8336893.0
2022-06-07,90.15,90.82,89.58,90.48,10243289.0
2022-06-08,90.58,90.645,89.265,89.48,10266158.0
2022-06-09,89.25,89.785,87.92,88.0,7381312.0
2022-06-10,87.17,88.04,86.71,87.18,8862136.0
2022-06-13,85.71,86.51,84.63,85.0,12016129.0
2022-06-14,84.77,85.04,83.87,84.5,11226985.0
2022-06-15,84.56,85.365,83.75,84.63,11357089.0
2022-06-16,83.77,85.19,83.05,84.89,12925195.0
2022-06-17,84.64,85.76,83.39,84.62,32989061.0
2022-06-21,86.05,88.36,85.27,88.03,11778626.0
2022-06-22,88.04,90.34,88.03,89.16,11937858.0
2022-06-23,90.0,92.15,89.56,92.0,14718409.0
2022-06-24,93.25,93.79,91.7,93.13,25248424.0
2022-06-27,93.2,95.72,93.05,94.41,11949014.0
2022-06-28,94.11,94.33,91.47,91.89,13524022.0
2022-06-29,92.31,92.98,91.8875,92.51,8657054.0
2022-06-30,91.65,92.9,90.91,91.17,18551430.0
2022-07-01,91.3,92.49,90.385,92.42,11413770.0
2022-07-05,92.44,92.95,90.53,92.64,9576118.0
2022-07-06,93.31,94.5099,92.7,93.13,10455342.0
2022-07-07,92.94,93.95,92.55,93.01,8140093.0
2022-07-08,92.91,93.815,92.41,92.78,7161691.0
2022-07-11,92.88,94.78,92.83,94.3,9508992.0
2022-07-12,93.78,94.24,93.14,93.6,7826543.0
2022-07-13,93.59,94.3599,93.02,93.77,6415637.0
2022-07-14,92.55,94.055,92.06,93.88,6270976.0
2022-07-15,94.85,95.35,94.37,94.96,9731879.0
2022-07-18,94.9,95.1,91.92,92.34,8653654.0
2022-07-19,93.15,93.39,92.12,92.36,8233636.0
2022-07-20,92.36,92.425,89.22,89.65,11844022.0
2022-07-21,89.15,90.41,88.91,90.14,8197208.0
2022-07-22,90.11,90.45,89.455,90.11,6354709.0
2022-07-25,90.2,90.729,89.75,90.53,6364514.0
2022-07-26,91.4,91.95,90.6,91.29,6414143.0
2022-07-27,90.5,91.37,90.01,91.23,6966277.0
2022-07-28,91.04,91.13,87.42,89.94,13909816.0
2022-07-29,90.075,91.08,88.28,89.34,14938566.0
2022-08-01,89.34,90.015,88.35,88.53,7343370.0
2022-08-02,89.06,89.59,87.55,87.61,7442984.0
2022-08-03,87.25,88.015,86.76,87.62,8187599.0
2022-08-04,87.81,87.89,86.64,86.82,7993784.0
2022-08-05,86.53,87.53,86.02,87.41,8801196.0
2022-08-08,87.3,88.7798,86.92,88.49,8151171.0
2022-08-09,88.75,90.2434,86.81,89.52,13215464.0
2022-08-10,90.03,90.13,88.185,89.19,8140239.0
2022-08-11,87.81,89.8165,87.36,88.93,7396827.0
2022-08-12,88.99,91.03,88.95,91.02,12317663.0
2022-08-15,90.825,90.84,89.89,90.6,6339835.0
2022-08-16,89.96,90.9,89.87,90.59,5661371.0
2022-08-17,90.34,91.89,90.3,91.04,6485998.0
2022-08-18,91.5,91.835,90.53,91.4,6111608.0
2022-08-19,91.55,93.02,91.53,92.08,8828912.0
2022-08-22,91.805,92.22,91.01,91.16,6652090.0
2022-08-23,90.88,90.99,89.715,90.2,5209038.0
2022-08-24,90.2,90.32,89.5431,90.01,5553318.0
2022-08-25,90.505,90.505,89.07,90.27,5884260.0
2022-08-26,90.28,90.74,89.09,89.26,5695502.0
2022-08-29,88.83,89.0,87.56,87.59,7844729.0
2022-08-30,87.47,87.5651,86.58,86.88,6753997.0
2022-08-31,87.04,87.13,85.16,85.36,11601967.0
2022-09-01,85.64,87.46,85.36,87.15,7528627.0
2022-09-02,87.24,87.775,85.875,86.23,6997519.0
2022-09-06,86.58,87.27,86.16,86.42,8232441.0
2022-09-07,86.56,87.0,85.07,86.87,6121660.0
2022-09-08,86.5,87.45,86.13,87.42,8109379.0
2022-09-09,87.59,88.17,87.27,87.34,7481322.0
2022-09-12,88.13,89.165,87.82,88.16,6351490.0
2022-09-13,87.32,87.605,86.11,86.28,7650025.0
2022-09-14,87.0,87.64,86.38,86.95,9418733.0
2022-09-15,87.15,87.43,86.2,86.75,8006837.0
2022-09-16,86.6,87.8702,86.4,87.72,14842456.0
2022-09-19,86.85,86.94,85.64,86.64,7748617.0
2022-09-20,86.07,86.45,85.59,86.0,5454784.0
2022-09-21,86.25,86.495,84.52,84.53,7190830.0
2022-09-22,84.55,88.15,84.55,87.51,11444909.0
2022-09-23,87.4,88.01,86.09,86.78,9038536.0
2022-09-26,86.12,86.71,85.29,86.18,8841196.0
2022-09-27,86.82,87.63,85.67,85.84,6532113.0
2022-09-28,86.99,87.25,86.2,86.78,6840088.0
2022-09-29,87.0,87.42,86.23,86.64,6601358.0
2022-09-30,87.25,87.62,86.1,86.12,9035613.0
2022-10-03,86.72,87.9,86.02,87.55,9187014.0
2022-10-04,87.54,88.65,87.0,88.39,7372977.0
2022-10-05,88.58,88.78,88.02,88.39,6065661.0
2022-10-06,87.76,88.01,87.23,87.44,8055542.0
2022-10-07,87.88,88.3,87.115,87.6,8837393.0
