,Open,High,Low,Close,Volume
2022-01-03,134.07,136.295,133.63,136.04,4610665.0
2022-01-04,136.1,139.95,135.9,138.02,7300011.0
2022-01-05,138.31,142.2,137.88,138.22,8956910.0
2022-01-06,138.2,138.4099,132.51,135.34,9908081.0
2022-01-07,134.9,135.6618,133.5111,134.83,5238099.0
2022-01-10,134.47,136.2,133.38,135.03,5432807.0
2022-01-11,130.52,133.25,127.97,132.87,11081210.0
2022-01-12,133.25,134.47,131.37,133.59,5352014.0
2022-01-13,133.9,136.05,133.56,134.76,4868349.0
2022-01-14,134.55,135.14,133.3,134.21,5310305.0
2022-01-18,132.95,133.89,131.78,132.94,5236258.0
2022-01-19,132.9,133.9,131.5,131.58,4099035.0
2022-01-20,131.26,132.88,130.5705,130.82,5278244.0
2022-01-21,131.65,131.87,129.27,129.35,5906950.0
2022-01-24,127.99,129.15,124.193,128.82,13777648.0
2022-01-25,129.14,137.3361,128.3,136.1,19715698.0
2022-01-26,136.47,137.07,133.13,134.26,8335992.0
2022-01-27,133.66,134.75,132.08,132.52,5499566.0
2022-01-28,133.19,134.53,131.79,134.5,5471497.0
2022-01-31,134.09,134.09,132.3,133.57,5859043.0
2022-02-01,133.76,135.96,132.5,135.53,6206448.0
2022-02-02,135.7,137.555,135.26,137.25,5357237.0
2022-02-03,137.0,138.76,135.831,137.78,6100777.0
2022-02-04,137.86,138.82,136.215,137.15,4142045.0
2022-02-07,137.45,137.8223,136.27,137.24,3759046.0
2022-02-08,137.23,137.52,135.78,137.02,4181825.0
2022-02-09,137.84,138.35,136.83,137.79,5393478.0
2022-02-10,135.47,136.56,133.17,133.52,5978640.0
2022-02-11,133.9,134.7099,132.38,132.69,4176155.0
2022-02-14,132.59,132.65,129.07,130.15,5345289.0
2022-02-15,130.64,131.68,129.61,129.94,4395714.0
2022-02-16,129.45,130.44,128.26,129.18,4875612.0
2022-02-17,128.05,128.5,124.85,124.97,6796997.0
2022-02-18,124.94,125.44,123.61,124.35,4609212.0
2022-02-22,124.2,125.0,122.68,123.92,5306688.0
2022-02-23,124.38,124.7,121.87,122.07,4086367.0
2022-02-24,120.0,122.1,118.81,121.97,6563202.0
2022-02-25,122.05,124.2625,121.45,124.18,4460904.0
2022-02-28,122.21,123.3851,121.0388,122.51,6757332.0
2022-03-01,122.67,123.39,120.7,121.35,4873331.0
2022-03-02,122.59,124.64,121.8,123.86,4891435.0
2022-03-03,124.96,126.665,124.2351,125.93,5206649.0
2022-03-04,124.4,127.35,124.2103,126.62,4402911.0
2022-03-07,126.47,127.905,125.62,126.07,5047358.0
2022-03-08,126.62,128.345,124.82,125.68,4887565.0
2022-03-09,127.41,128.1,125.91,126.22,4403499.0
2022-03-10,125.75,126.03,123.125,124.35,5326835.0
2022-03-11,125.0,126.77,123.91,123.96,4119630.0
2022-03-14,124.45,125.16,122.685,123.94,3289440.0
2022-03-15,124.0,125.9398,123.22,125.64,4021228.0
2022-03-16,126.5,127.2842,124.71,127.04,4292845.0
2022-03-17,127.1,128.29,126.53,127.96,3671903.0
2022-03-18,127.38,128.93,126.37,128.76,7400216.0
2022-03-21,129.0,129.74,127.4,128.1,3379393.0
2022-03-22,128.5,129.3,127.85,129.06,2649026.0
2022-03-23,129.08,129.32,128.25,128.3,2924535.0
2022-03-24,128.33,129.37,127.8,129.25,2971075.0
2022-03-25,129.5,131.4,129.31,131.35,3516923.0
2022-03-28,130.82,131.5,129.6,131.47,2483492.0
