,Open,High,Low,Close,Volume
2022-01-03,170.21,171.6,169.1,171.54,6012777.0
2022-01-04,171.06,172.29,170.595,171.08,6748363.0
2022-01-05,172.0,173.47,171.62,172.22,7016099.0
2022-01-06,172.15,172.5,170.8,171.63,7301633.0
2022-01-07,171.46,174.3,171.13,173.95,6986006.0
2022-01-10,173.69,173.69,172.155,173.09,7698444.0
2022-01-11,172.99,173.39,170.11,171.25,8126404.0
2022-01-12,169.61,170.08,168.34,169.79,8116205.0
2022-01-13,169.0,170.42,168.46,168.76,6159444.0
2022-01-14,168.625,168.65,167.15,167.84,5847839.0
2022-01-18,167.1,167.715,166.01,167.1,7329346.0
2022-01-19,167.2,168.72,166.3165,166.58,5921517.0
2022-01-20,167.29,167.859,164.93,165.25,6011300.0
2022-01-21,166.19,167.99,164.47,164.87,10550302.0
2022-01-24,164.0,164.17,158.26,162.97,14087602.0
2022-01-25,162.36,168.41,161.58,167.63,14081247.0
2022-01-26,167.54,169.22,166.23,168.38,9963229.0
2022-01-27,169.39,171.91,169.0,170.59,9068738.0
2022-01-28,170.86,171.84,169.3,171.79,9783217.0
2022-01-31,171.5,172.62,170.82,172.29,8054895.0
2022-02-01,171.74,171.98,169.43,170.88,8154721.0
2022-02-02,169.65,172.99,169.65,172.77,7382821.0
2022-02-03,172.26,173.62,171.04,172.76,6240613.0
2022-02-04,171.0,172.98,170.1185,171.63,6392155.0
2022-02-07,171.41,171.74,170.01,171.06,6065670.0
2022-02-08,171.02,172.05,170.48,171.51,6296300.0
2022-02-09,172.07,172.24,171.25,171.49,5387540.0
2022-02-10,171.21,171.22,169.3,169.42,10355349.0
2022-02-11,169.12,170.15,167.54,167.71,13125328.0
2022-02-14,167.71,167.97,163.81,165.6,8967638.0
2022-02-15,166.13,168.1,166.01,167.31,6632823.0
2022-02-16,166.49,167.84,165.7114,167.21,8482618.0
2022-02-17,167.21,167.45,164.92,166.19,6227569.0
2022-02-18,164.98,165.36,162.94,163.36,6423165.0
2022-02-22,163.575,163.74,160.44,161.14,6773079.0
2022-02-23,161.51,162.639,160.85,161.22,8016903.0
2022-02-24,159.78,160.13,155.72,158.14,12883436.0
2022-02-25,160.0,166.985,159.7,166.0,11340354.0
2022-02-28,162.87,165.18,162.3802,164.57,9373511.0
2022-03-01,163.04,164.75,162.4079,164.0,8737846.0
2022-03-02,164.41,167.63,164.04,166.04,6793377.0
2022-03-03,166.7,169.335,166.32,168.48,7333736.0
2022-03-04,167.64,169.86,166.85,169.48,6302672.0
2022-03-07,168.3,173.12,167.36,172.21,11663353.0
2022-03-08,172.04,173.12,168.51,168.72,11100340.0
2022-03-09,170.01,170.23,167.89,169.36,7248218.0
2022-03-10,168.56,170.15,168.075,169.66,6171649.0
2022-03-11,169.13,171.46,169.02,169.35,5188196.0
2022-03-14,170.68,174.12,170.35,171.69,7729453.0
2022-03-15,173.33,176.52,172.55,176.14,10554596.0
2022-03-16,175.46,176.95,172.56,174.52,9603324.0
2022-03-17,175.21,176.84,174.2,176.8,7472219.0
2022-03-18,177.0,177.0,173.66,174.84,13324677.0
2022-03-21,174.66,177.16,174.32,175.83,7508983.0
2022-03-22,175.83,176.37,173.91,175.0,7800462.0
2022-03-23,175.23,175.54,174.09,174.34,5254350.0
2022-03-24,175.0,175.54,174.07,175.24,5012277.0
2022-03-25,175.69,177.7,175.22,176.92,4723053.0
2022-03-28,176.65,178.179,176.35,177.83,5604162.0
2022-03-29,178.62,179.4,176.8,177.74,5933444.0
2022-03-30,178.44,179.86,177.68,179.59,6277556.0
2022-03-31,179.59,180.21,176.98,177.23,11490395.0
2022-04-01,177.05,178.43,175.6,178.19,6525643.0
2022-04-04,178.19,178.19,175.52,176.47,6860771.0
2022-04-05,176.47,179.65,176.29,177.61,7284104.0
2022-04-06,179.39,182.6,178.62,182.23,10330886.0
2022-04-07,181.67,182.95,180.23,181.76,7385179.0
2022-04-08,181.33,183.187,180.43,182.12,7144608.0
2022-04-11,183.0,184.2,179.6,179.84,5932040.0
2022-04-12,179.2,180.81,178.2,179.9,5957536.0
2022-04-13,179.9,180.84,179.24,180.66,5643118.0
2022-04-14,180.0,181.4,179.73,179.9,6188193.0
2022-04-18,179.73,180.39,176.74,177.66,6318656.0
2022-04-19,180.72,185.94,179.95,183.08,14380839.0
2022-04-20,182.24,184.32,181.9,183.89,7958165.0
2022-04-21,183.93,184.87,182.56,183.36,6969405.0
2022-04-22,182.47,183.15,181.38,181.54,8003593.0
2022-04-25,182.34,186.69,182.1,186.01,11176501.0
2022-04-26,185.1,186.57,184.1808,184.68,10066557.0
2022-04-27,184.24,184.82,181.74,182.1,11090331.0
